Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DTCM QA Automation,Chrome 72.0.3626.121,,2019-03-15 16:32:14,2019-03-15 16:34:57,2m - 42.807s,PASSED
,,,,,,
Test Cases/DTCM/Login and logout/DTCM Invalid Login Scenario,Chrome 72.0.3626.121,,2019-03-15 16:32:14,2019-03-15 16:32:37,23.261s,PASSED
"openBrowser(""https://www.google.com/"")",Chrome 72.0.3626.121,,2019-03-15 16:32:14,2019-03-15 16:32:20,5.482s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-15 16:32:20,2019-03-15 16:32:20,0.009s,PASSED
"baseUrl = ""https://www.google.com/""",Chrome 72.0.3626.121,,2019-03-15 16:32:20,2019-03-15 16:32:20,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-15 16:32:20,2019-03-15 16:32:20,0.083s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-15 16:32:20,2019-03-15 16:32:21,1.147s,PASSED
"CurrentURL = ""https://qacd2.testvisitdubai.com/en/account/login?v=78798789""",Chrome 72.0.3626.121,,2019-03-15 16:32:21,2019-03-15 16:32:21,0.002s,PASSED
"username = ""muhammad.saad@ovrlod.com""",Chrome 72.0.3626.121,,2019-03-15 16:32:21,2019-03-15 16:32:21,0.002s,PASSED
"password = ""Qwerty##1244""",Chrome 72.0.3626.121,,2019-03-15 16:32:21,2019-03-15 16:32:21,0.003s,PASSED
selenium.open(CurrentURL),Chrome 72.0.3626.121,,2019-03-15 16:32:21,2019-03-15 16:32:33,11.849s,PASSED
"selenium.click(""id=tbUsername"")",Chrome 72.0.3626.121,,2019-03-15 16:32:33,2019-03-15 16:32:33,0.112s,PASSED
Thread.sleep(1500),Chrome 72.0.3626.121,,2019-03-15 16:32:33,2019-03-15 16:32:35,1.508s,PASSED
"selenium.type(""id=tbUsername"", username)",Chrome 72.0.3626.121,,2019-03-15 16:32:35,2019-03-15 16:32:35,0.050s,PASSED
"selenium.type(""id=tbPassword"", password)",Chrome 72.0.3626.121,,2019-03-15 16:32:35,2019-03-15 16:32:35,0.049s,PASSED
Thread.sleep(1500),Chrome 72.0.3626.121,,2019-03-15 16:32:35,2019-03-15 16:32:36,1.502s,PASSED
"selenium.click(""id=plhcontent_0_lbtnSubmit"")",Chrome 72.0.3626.121,,2019-03-15 16:32:36,2019-03-15 16:32:37,0.677s,PASSED
Thread.sleep(500),Chrome 72.0.3626.121,,2019-03-15 16:32:37,2019-03-15 16:32:37,0.501s,PASSED
locationNow = location,Chrome 72.0.3626.121,,2019-03-15 16:32:37,2019-03-15 16:32:37,0.006s,PASSED
if (CurrentURL == locationNow),Chrome 72.0.3626.121,,2019-03-15 16:32:37,2019-03-15 16:32:37,0.008s,PASSED
,,,,,,
Test Cases/DTCM/Forget Password/Forget Login Info,Chrome 72.0.3626.121,,2019-03-15 16:32:37,2019-03-15 16:33:43,1m - 5.288s,PASSED
"openBrowser(""https://www.google.com/"")",Chrome 72.0.3626.121,,2019-03-15 16:32:38,2019-03-15 16:32:43,5.777s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-15 16:32:43,2019-03-15 16:32:43,0.000s,PASSED
base = driver.getWindowHandle(),Chrome 72.0.3626.121,,2019-03-15 16:32:43,2019-03-15 16:32:43,0.006s,PASSED
"StartPoint = ""https://www.google.com/""",Chrome 72.0.3626.121,,2019-03-15 16:32:43,2019-03-15 16:32:43,0.000s,PASSED
"email = ""muhammad.saad@ovrlod.com""",Chrome 72.0.3626.121,,2019-03-15 16:32:43,2019-03-15 16:32:43,0.000s,PASSED
