Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
DTCM QA Automation,Chrome 72.0.3626.121,,2019-03-20 15:05:04,2019-03-20 15:05:50,46.407s,ERROR
,,,,,,
Test Cases/DTCM/Login and logout/DTCM Invalid Login Scenario,Chrome 72.0.3626.121,,2019-03-20 15:05:04,2019-03-20 15:05:11,6.628s,ERROR
"openBrowser(""https://www.google.com/"")",Chrome 72.0.3626.121,,2019-03-20 15:05:05,2019-03-20 15:05:09,4.666s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-20 15:05:09,2019-03-20 15:05:09,0.007s,PASSED
"baseUrl = ""https://www.google.com/""",Chrome 72.0.3626.121,,2019-03-20 15:05:09,2019-03-20 15:05:09,0.000s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-20 15:05:09,2019-03-20 15:05:09,0.098s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-20 15:05:09,2019-03-20 15:05:10,1.152s,PASSED
"CurrentURL = ""https://qacd2.testvisitdubai.com/en/account/login?v=78798789""",Chrome 72.0.3626.121,,2019-03-20 15:05:10,2019-03-20 15:05:10,0.001s,PASSED
"username = ""muhammad.saad@ovrlod.com""",Chrome 72.0.3626.121,,2019-03-20 15:05:10,2019-03-20 15:05:10,0.000s,PASSED
"password = ""Qwerty##1244""",Chrome 72.0.3626.121,,2019-03-20 15:05:10,2019-03-20 15:05:10,0.001s,PASSED
selenium.open(CurrentURL),Chrome 72.0.3626.121,,2019-03-20 15:05:10,2019-03-20 15:05:11,0.338s,PASSED
"selenium.click(""id=tbUsername"")",Chrome 72.0.3626.121,,2019-03-20 15:05:11,2019-03-20 15:05:11,0.067s,ERROR
,,,,,,
Test Cases/DTCM/Language Change/DTCM Language Change Eng-Fr-Eng,Chrome 72.0.3626.121,,2019-03-20 15:05:11,2019-03-20 15:05:17,5.650s,ERROR
"openBrowser(""https://www.google.com/"")",Chrome 72.0.3626.121,,2019-03-20 15:05:11,2019-03-20 15:05:15,4.076s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-20 15:05:15,2019-03-20 15:05:15,0.000s,PASSED
"baseUrl = ""https://www.google.com/""",Chrome 72.0.3626.121,,2019-03-20 15:05:15,2019-03-20 15:05:15,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-20 15:05:15,2019-03-20 15:05:15,0.027s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-20 15:05:15,2019-03-20 15:05:16,1.132s,PASSED
"selenium.open(""https://qacd2.testvisitdubai.com/en/account/login?v=78798789"")",Chrome 72.0.3626.121,,2019-03-20 15:05:16,2019-03-20 15:05:16,0.214s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-20 15:05:16,2019-03-20 15:05:16,0.007s,PASSED
"selenium.click(""xpath=(.//*[normalize-space(text()) and normalize-space(.)='English'])[2]/following::span[1]"")",Chrome 72.0.3626.121,,2019-03-20 15:05:16,2019-03-20 15:05:17,0.032s,ERROR
,,,,,,
Test Cases/DTCM/Language Change/Language Change Az-Fr-Az,Chrome 72.0.3626.121,,2019-03-20 15:05:17,2019-03-20 15:05:22,5.426s,ERROR
"openBrowser(""https://www.google.com/"")",Chrome 72.0.3626.121,,2019-03-20 15:05:17,2019-03-20 15:05:21,3.904s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-20 15:05:21,2019-03-20 15:05:21,0.001s,PASSED
"baseUrl = ""https://www.google.com/""",Chrome 72.0.3626.121,,2019-03-20 15:05:21,2019-03-20 15:05:21,0.000s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Chrome 72.0.3626.121,,2019-03-20 15:05:21,2019-03-20 15:05:21,0.014s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-20 15:05:21,2019-03-20 15:05:22,1.131s,PASSED
"selenium.open(""https://qacd2.testvisitdubai.com/en/account/login?v=78798789"")",Chrome 72.0.3626.121,,2019-03-20 15:05:22,2019-03-20 15:05:22,0.190s,PASSED
window().maximize(),Chrome 72.0.3626.121,,2019-03-20 15:05:22,2019-03-20 15:05:22,0.006s,PASSED
